,200000_201500_train_weight,200000_201500_train_std,200000_201500_val_weight,200000_201500_val_std,200100_201600_train_weight,200100_201600_train_std,200100_201600_val_weight,200100_201600_val_std,200200_201700_train_weight,200200_201700_train_std,200200_201700_val_weight,200200_201700_val_std,200300_201800_train_weight,200300_201800_train_std,200300_201800_val_weight,200300_201800_val_std,200400_201900_train_weight,200400_201900_train_std,200400_201900_val_weight,200400_201900_val_std,200500_202000_train_weight,200500_202000_train_std,200500_202000_val_weight,200500_202000_val_std
55_WC to assets_sft_1,-5.960464477539063e-08,0.0,5.960464477539063e-09,1.1920928955078126e-08,2.6226043701171877e-07,3.7098804282177533e-07,-2.8014183044433595e-07,8.208578904544337e-07,7.152557373046875e-08,2.3841857910156255e-08,4.76837158203125e-08,2.384185791015625e-08,-4.231929779052734e-07,1.1920928955078124e-08,1.728534698486328e-07,4.768371582031251e-08,2.5033950805664064e-07,2.366056657501396e-06,5.185604095458984e-07,5.484275157641622e-07,0.0,0.0,0.0,0.0
55_WC to assets_sft_2,-4.76837158203125e-08,4.0425836939366277e-08,1.4901161193847656e-07,2.6788955991559305e-07,,,,,1.7881393432617187e-08,4.842304232499576e-08,1.5497207641601563e-07,2.7598945862746773e-07,1.9371509552001953e-06,0.0,1.0728836059570313e-07,9.156639275394211e-08,8.106231689453125e-07,1.4822753615699688e-06,4.82797622680664e-07,6.859456243904019e-07,0.0,0.0,0.0,0.0
55_WC to assets_sft_3,-2.384185791015625e-08,4.3800289799866286e-08,1.1920928955078126e-08,1.460009659995543e-08,,,,,2.8014183044433595e-07,5.196212462831346e-08,4.76837158203125e-08,8.12898975431076e-08,,,,,,,,,0.0,0.0,0.0,0.0
57_OpIncome to assets,1.1920928955078126e-08,3.576278686523438e-08,-3.5762786865234374e-08,2.2302015940987716e-08,-1.1324882507324218e-07,9.114639689262045e-07,5.125999450683594e-07,5.365742413962793e-07,2.1457672119140626e-07,5.462855929083634e-08,-3.695487976074219e-07,6.155748865742181e-07,1.0132789611816406e-06,0.0,0.0,7.300048299977713e-08,4.887580871582031e-07,4.3662182263880815e-07,5.7220458984375e-07,4.126949160841408e-07,0.0,0.0,0.0,0.0
57_OpIncome to assets_sft_1,-7.748603820800782e-08,1.4600096599955428e-08,-2.384185791015625e-08,2.2302015940987716e-08,8.940696716308594e-08,1.0113487371459284e-06,7.748603820800781e-07,1.7479513047474838e-07,8.761882781982421e-07,1.7681193197285323e-06,2.384185791015625e-08,3.953724849647761e-08,2.9802322387695312e-08,0.0,-3.5762786865234374e-08,2.920019319991086e-08,6.67572021484375e-07,6.19028026340829e-07,2.682209014892578e-07,9.233911862867873e-08,0.0,0.0,0.0,0.0
57_OpIncome to assets_sft_2,2.384185791015625e-08,1.1920928955078126e-08,2.9802322387695312e-08,2.43578156729967e-07,,,,,-3.218650817871094e-07,3.95372484964776e-08,1.7881393432617187e-08,3.0392524681048305e-08,-3.5762786865234375e-07,0.0,-7.152557373046875e-08,4.460403188197543e-08,6.794929504394531e-07,9.582083923391619e-07,3.0398368835449217e-07,3.12228223173828e-07,0.0,0.0,0.0,0.0
57_OpIncome to assets_sft_3,-5.960464477539063e-08,3.264680847556389e-08,0.0,3.769728732309794e-08,,,,,3.0398368835449217e-07,5.778884717722331e-08,1.7881393432617187e-08,1.460009659995543e-08,,,,,,,,,0.0,0.0,0.0,0.0
5_Accruals,2.562999725341797e-06,1.9579921682155984e-06,5.209445953369141e-06,3.97234438498723e-06,8.565187454223632e-06,1.4487627130211609e-05,1.551508903503418e-05,3.385957042903343e-05,2.9575824737548827e-05,2.4827345855906774e-05,2.162456512451172e-05,2.6484575232319147e-05,-2.157688140869141e-06,1.8311920524272274e-06,0.00013370513916015624,0.00015953189309413136,6.287097930908203e-05,1.722055038494722e-05,2.905726432800293e-05,4.794374732968816e-05,0.0,0.0,0.0,0.0
5_Accruals_sft_1,1.0788440704345704e-06,5.614871430912344e-07,3.3497810363769533e-06,3.0596173674321057e-06,2.4533271789550783e-05,9.179413313796152e-06,4.532933235168457e-05,2.3380600955564727e-05,-8.33272933959961e-06,5.068869547335575e-06,-1.1473894119262695e-05,1.4223122062781667e-05,1.0073184967041015e-06,5.777040098411288e-07,3.3402442932128905e-05,4.1252108963567035e-05,0.00032300353050231936,8.462227912570056e-05,0.00018618106842041015,6.622278665778124e-05,0.0,0.0,0.0,0.0
5_Accruals_sft_2,1.1444091796875e-06,2.3457740958043986e-06,3.0040740966796874e-06,5.495515924635882e-06,,,,,-1.4567375183105469e-05,1.452101024579939e-05,0.0,0.0,-2.384185791015625e-08,2.264976501464844e-07,-5.651712417602539e-05,6.513103093240117e-05,8.620619773864746e-05,3.164193058692315e-05,0.00010170340538024902,0.00010951237410816759,0.0,0.0,0.0,0.0
5_Accruals_sft_3,3.3020973205566405e-06,1.2318709838139892e-06,1.7344951629638673e-06,5.140028928026289e-06,,,,,-1.5401840209960936e-05,1.0354879421524976e-05,1.6498565673828126e-05,1.759421289055494e-05,,,,,,,,,0.0,0.0,0.0,0.0
5_Gross Margin,2.2053718566894532e-07,3.88391841832278e-07,-6.973743438720703e-07,4.0276160017314324e-07,2.8133392333984375e-05,8.372617584998133e-06,0.000279998779296875,9.720286179363252e-05,1.0073184967041015e-06,1.526553965791056e-06,4.5478343963623045e-06,1.1815559094776026e-06,-6.556510925292969e-08,5.778884717722332e-08,-2.0265579223632812e-07,2.2806079947601545e-07,4.051327705383301e-05,3.061866061654567e-05,7.464885711669922e-05,0.00011705317968704453,0.0,0.0,0.0,0.0
5_Gross Margin_sft_1,2.3245811462402343e-07,6.134936732616931e-07,-3.337860107421875e-07,1.1966142741517644e-06,1.3959407806396484e-05,2.68712295643091e-05,-2.5033950805664064e-07,8.20653581086456e-06,2.0086765289306642e-06,2.5192818180247207e-06,7.152557373046875e-07,3.95372484964776e-07,-1.8477439880371094e-07,4.450036634190104e-07,4.470348358154297e-07,2.0036383049454225e-07,1.6903877258300783e-05,2.5549685156423898e-05,-2.4312734603881835e-05,5.724541298811894e-06,0.0,0.0,0.0,0.0
5_Gross Margin_sft_2,-4.7087669372558596e-07,1.286604605735696e-06,4.6551227569580075e-06,4.5862820937972755e-06,,,,,-4.690885543823242e-06,3.49252702727502e-06,2.2530555725097655e-06,3.0602211124881356e-07,5.960464477539063e-09,1.1920928955078127e-08,-1.1026859283447266e-06,2.455537752847675e-06,5.4901838302612306e-05,4.0490920239516215e-05,-3.516674041748047e-07,4.3272479503759746e-06,0.0,0.0,0.0,0.0
5_Gross Margin_sft_3,1.8835067749023438e-06,2.29500329789935e-06,7.891654968261719e-06,2.153583865907872e-05,,,,,-1.0210275650024415e-05,1.7465529941500797e-05,1.0788440704345704e-06,5.069549363843183e-07,,,,,,,,,0.0,0.0,0.0,0.0
61_Repayment of LT debt ,-3.5762786865234374e-08,7.396741894478117e-08,-1.7881393432617187e-08,1.460009659995543e-08,6.139278411865235e-07,5.024498323370838e-07,3.695487976074219e-07,7.907449699295521e-08,-1.0132789611816406e-07,4.0425836939366277e-08,5.960464477539063e-09,1.1920928955078126e-08,-2.384185791015625e-08,1.1920928955078126e-08,-4.172325134277344e-07,8.344650268554688e-07,3.653764724731445e-06,1.5427819211570971e-06,6.139278411865235e-07,2.286100388070538e-06,0.0,0.0,0.0,0.0
61_Repayment of LT debt _sft_1,-1.1920928955078126e-08,2.384185791015625e-08,-2.9802322387695312e-08,2.6656007498500224e-08,1.6808509826660156e-06,5.799136805036206e-07,1.1920928955078125e-07,1.2502775766493698e-07,5.960464477539063e-08,1.884864366154897e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.634525299072266e-06,1.1251866718804248e-06,5.602836608886719e-07,1.148747130074177e-06,0.0,0.0,0.0,0.0
61_Repayment of LT debt _sft_2,-1.1920928955078126e-08,2.3841857910156255e-08,-2.9802322387695312e-08,1.884864366154897e-08,,,,,-1.627206802368164e-06,3.6226485091631372e-06,1.1920928955078126e-08,2.3841857910156255e-08,5.960464477539063e-09,1.1920928955078127e-08,-4.76837158203125e-08,9.5367431640625e-08,2.3484230041503905e-06,4.2707882208044187e-07,-3.7550926208496093e-07,5.326534655749533e-07,0.0,0.0,0.0,0.0
61_Repayment of LT debt _sft_3,-1.1920928955078126e-08,2.384185791015625e-08,-5.960464477539063e-09,1.1920928955078127e-08,,,,,-2.6166439056396484e-06,4.786308645729874e-06,-4.76837158203125e-08,9.536743164062502e-08,,,,,,,,,0.0,0.0,0.0,0.0
66_Cash div to cash flows,-3.5762786865234374e-08,4.380028979986628e-08,-1.7881393432617188e-07,1.7068172768683854e-07,2.562999725341797e-07,1.124555005816001e-06,-1.5038251876831055e-05,1.0874540335690217e-06,-3.5762786865234374e-08,8.301966355552744e-08,2.086162567138672e-07,1.6963779295394072e-07,5.960464477539063e-09,1.1920928955078127e-08,0.0,0.0,1.2260675430297851e-05,1.0043189856266464e-05,2.7418136596679685e-07,4.1036142209878415e-06,0.0,0.0,0.0,0.0
66_Cash div to cash flows_sft_1,-8.940696716308594e-08,5.65459309846469e-08,-1.6689300537109374e-07,3.5762786865234374e-08,2.2470951080322267e-06,1.6874115991694053e-06,-8.165836334228515e-07,6.702806664533234e-07,1.1324882507324218e-07,6.406875513451233e-07,-3.0398368835449217e-07,3.358022217989748e-07,-5.960464477539063e-09,1.1920928955078127e-08,-7.241964340209961e-06,1.4483928680419922e-05,8.267164230346679e-06,5.122241594471147e-06,-6.258487701416016e-07,4.379745080018647e-06,0.0,0.0,0.0,0.0
66_Cash div to cash flows_sft_2,5.3644180297851564e-08,7.396741894478117e-08,4.1723251342773435e-08,6.13667377292335e-08,,,,,1.1920928955078125e-07,6.251387883246849e-08,1.728534698486328e-07,2.928523658880769e-07,1.1920928955078126e-08,1.460009659995543e-08,4.231929779052734e-07,4.90209703325083e-07,1.0907649993896484e-05,5.9275313361129685e-06,-1.990795135498047e-06,2.7258966852097962e-05,0.0,0.0,0.0,0.0
66_Cash div to cash flows_sft_3,7.152557373046875e-08,9.536743164062499e-08,1.8477439880371094e-07,1.22733475458467e-07,,,,,-5.3644180297851564e-08,2.3192258427552844e-07,7.152557373046875e-08,1.606010625995097e-07,,,,,,,,,0.0,0.0,0.0,0.0
6_Accounts Receivable Turnover,5.471706390380859e-06,2.9091463382049726e-06,1.2660026550292969e-05,6.412457056257923e-06,4.413127899169922e-05,6.546543955298349e-06,1.4781951904296875e-05,2.62050178622577e-05,1.2946128845214843e-05,1.199266486144617e-05,-2.5349855422973633e-05,2.111784741583409e-05,7.152557373046875e-08,1.1749223068078683e-06,7.897019386291504e-05,6.75910374866064e-05,0.00010975003242492676,8.282678252177283e-06,1.1146068572998047e-05,9.46679409197995e-05,0.0,0.0,0.0,0.0
6_Accounts Receivable Turnover_sft_1,3.4391880035400392e-06,1.487562853118375e-06,9.274482727050781e-06,6.190836938902452e-06,1.5020370483398437e-06,2.0643822407412982e-05,-6.539225578308105e-05,7.656922123204014e-05,-1.0728836059570313e-07,1.0411356764320732e-05,1.7285346984863281e-06,6.64304395297972e-06,7.569789886474609e-07,4.949698327070879e-07,8.442401885986329e-05,7.016722073368388e-05,0.00038776397705078127,5.05920116835283e-05,0.0001484215259552002,0.00027278419601683003,0.0,0.0,0.0,0.0
6_Accounts Receivable Turnover_sft_2,2.592802047729492e-06,1.138120998528128e-06,-4.458427429199219e-06,8.704319152817152e-07,,,,,-3.719329833984375e-05,1.8487070250403223e-05,0.00011159181594848633,9.499023318501735e-05,1.9669532775878905e-07,3.6964492162975436e-07,-3.411769866943359e-05,2.8077181531993426e-05,0.0001848757266998291,5.8571321157407944e-05,-8.895397186279297e-05,0.00016250462104445493,0.0,0.0,0.0,0.0
6_Accounts Receivable Turnover_sft_3,1.074075698852539e-05,2.9972069831207512e-06,1.4930963516235352e-05,9.373709257643409e-06,,,,,2.2113323211669923e-06,8.869691866795906e-06,-3.5762786865234374e-08,3.003507799177998e-05,,,,,,,,,0.0,0.0,0.0,0.0
6_Sales & Admin. Exp.,5.960464477539063e-09,1.1920928955078127e-08,0.0,0.0,-3.7729740142822264e-06,1.480620647782759e-06,0.0,0.0,1.7881393432617187e-08,3.5762786865234374e-08,2.9802322387695312e-08,0.0,0.0,0.0,0.0,0.0,-5.960464477539063e-08,9.973764735866494e-08,-1.1920928955078126e-08,1.460009659995543e-08,0.0,0.0,0.0,0.0
6_Sales & Admin. Exp._sft_1,-5.960464477539063e-08,3.769728732309794e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.384185791015625e-08,1.1920928955078126e-08,3.951787948608398e-06,7.903575897216797e-06,0.0,0.0,-2.384185791015625e-08,2.920019319991086e-08,4.1723251342773435e-08,1.3407733296396723e-07,1.7881393432617187e-08,1.460009659995543e-08,0.0,0.0,0.0,0.0
6_Sales & Admin. Exp._sft_2,-5.960464477539063e-08,0.0,0.0,0.0,,,,,1.7881393432617187e-08,1.460009659995543e-08,1.7881393432617187e-08,1.460009659995543e-08,0.0,0.0,6.556510925292969e-08,1.3113021850585939e-07,8.940696716308594e-08,2.5358256561973866e-07,1.1920928955078126e-08,1.460009659995543e-08,0.0,0.0,0.0,0.0
6_Sales & Admin. Exp._sft_3,-3.5762786865234374e-08,2.920019319991086e-08,0.0,0.0,,,,,5.960464477539063e-09,1.1920928955078126e-08,1.1920928955078126e-08,1.460009659995543e-08,,,,,,,,,0.0,0.0,0.0,0.0
7_Inventory Turnover,7.969141006469726e-06,2.7843472630638767e-06,3.314018249511719e-06,4.9589273415831145e-06,2.468228340148926e-05,1.5871704062443415e-05,-1.4013051986694336e-05,4.0299067515328345e-05,8.374452590942383e-06,1.0791601592618964e-05,-9.806752204895019e-05,1.2497682689561846e-05,-2.2053718566894532e-07,8.356562694703046e-07,-7.218122482299805e-05,5.898477273210719e-05,0.00018103718757629396,4.7524766944589584e-05,-0.0001110672950744629,0.00011600739696396836,0.0,0.0,0.0,0.0
7_Inventory Turnover_sft_1,5.137920379638672e-06,1.049041748046875e-06,6.3478946685791016e-06,1.5435612211408173e-05,-1.9222497940063477e-05,9.262588646995878e-06,-0.00010990500450134278,5.857019840041379e-05,-1.0967254638671874e-06,6.827747832120894e-06,-0.00013747811317443848,0.0,-2.920627593994141e-07,9.657791927931994e-07,-4.3010711669921876e-05,2.184523160227444e-05,8.552670478820801e-05,2.3147557230360928e-05,2.657175064086914e-05,9.782866713803602e-05,0.0,0.0,0.0,0.0
7_Inventory Turnover_sft_2,5.14984130859375e-06,1.710289823481273e-06,1.811981201171875e-06,7.5513321830500025e-06,,,,,-2.854466438293457e-05,1.229179291575218e-05,2.2470951080322266e-05,1.8186616644349883e-05,-6.4015388488769535e-06,5.411510918418619e-06,-2.5564432144165038e-05,1.8731923937742812e-05,0.00010198950767517089,3.246175553753083e-05,0.00010752081871032715,4.5892589954952e-05,0.0,0.0,0.0,0.0
7_Inventory Turnover_sft_3,4.416704177856445e-06,1.4204676014390319e-06,3.159046173095703e-06,5.251707039740893e-06,,,,,2.5445222854614256e-05,1.3628799817947968e-05,5.232095718383789e-05,6.407982397720437e-05,,,,,,,,,0.0,0.0,0.0,0.0
8_Asset Turnover,9.435415267944337e-06,3.3492082737413553e-06,-1.0401010513305664e-05,1.102342745499732e-05,5.728006362915039e-06,1.3427081057486964e-05,-1.4483928680419922e-05,3.344081929646416e-05,1.2695789337158204e-06,1.759946216080103e-05,-9.256601333618165e-06,4.692756847299753e-05,-4.7087669372558596e-07,1.1572207629000877e-06,-1.3566017150878906e-05,1.6629539936797373e-05,8.299946784973145e-05,1.2752873069107269e-05,-7.594823837280274e-05,0.00010276585894041338,0.0,0.0,0.0,0.0
8_Asset Turnover_sft_1,1.6564130783081053e-05,4.228671256634385e-06,2.1082162857055663e-05,9.200254473347262e-06,1.819729804992676e-05,9.235539196437567e-06,-5.0520896911621095e-05,3.097931214216737e-05,1.9431114196777345e-06,1.02963189586404e-05,-2.993941307067871e-05,2.707929342574022e-05,-1.519918441772461e-06,8.745851902735078e-07,2.2292137145996094e-05,2.730218064191665e-05,0.0001254737377166748,2.9120461501948855e-05,-7.503628730773926e-05,8.01350509769673e-05,0.0,0.0,0.0,0.0
8_Asset Turnover_sft_2,1.3232231140136718e-06,1.2175406808876232e-06,-6.973743438720703e-07,1.5752550257323409e-06,,,,,3.326535224914551e-05,1.728879343401121e-05,-1.9925832748413087e-05,2.6425513396800826e-05,-9.65595245361328e-07,1.1710454645388424e-07,-5.8585405349731444e-05,4.7471821382038875e-05,0.0001636028289794922,2.5684170524962003e-05,0.00023989081382751464,0.0001814722877791364,0.0,0.0,0.0,0.0
8_Asset Turnover_sft_3,6.0498714447021484e-06,2.7816281421246104e-06,2.562999725341797e-07,4.909831085443345e-06,,,,,7.092952728271485e-07,7.335886301568858e-06,3.7610530853271484e-05,4.0662055383950814e-05,,,,,,,,,0.0,0.0,0.0,0.0
8_inventory turnover,8.81791114807129e-05,1.2188696619668387e-05,5.425810813903808e-05,2.3841281228243717e-05,2.3114681243896485e-05,2.2547111218892314e-05,-6.656050682067871e-05,6.193355585552429e-05,-3.337860107421875e-06,1.8085860455260683e-06,-5.615353584289551e-05,6.350773507780752e-06,8.953213691711425e-05,0.0001179464376740636,-5.167722702026367e-06,8.765502914921847e-06,0.000346684455871582,2.7555166037530855e-05,-0.00023714303970336914,0.00014428562165318782,0.0,0.0,0.0,0.0
8_inventory turnover_sft_1,0.00011410117149353027,1.0787512017422496e-05,7.90715217590332e-05,5.385272695529495e-05,0.0002341151237487793,7.939893677003051e-05,5.130767822265625e-05,2.812360764127706e-05,1.2433528900146484e-05,3.518562698754032e-06,-1.4257431030273437e-05,3.4009973664928822e-06,-1.7464160919189454e-06,5.162656917959004e-06,-8.356571197509765e-06,1.143208074583902e-05,0.00020114779472351073,5.169497680636314e-05,-7.932782173156739e-05,2.3868139503821322e-05,0.0,0.0,0.0,0.0
8_inventory turnover_sft_2,4.706978797912598e-05,6.794317744975055e-06,2.187490463256836e-06,1.7907586384639704e-05,,,,,-9.598731994628907e-05,0.00022127088756834472,2.5033950805664062e-06,3.369745310877687e-06,2.562999725341797e-07,1.4882791640633015e-06,1.62661075592041e-05,1.8799321970451173e-05,8.276104927062988e-05,1.699391036584385e-05,-2.052783966064453e-05,4.638445711278988e-05,0.0,0.0,0.0,0.0
8_inventory turnover_sft_3,5.5402517318725586e-05,1.3866492507215833e-05,1.0508298873901368e-05,6.466832023388051e-06,,,,,5.308389663696289e-05,4.1082433850803945e-06,7.867813110351562e-06,7.651945774788989e-06,,,,,,,,,0.0,0.0,0.0,0.0
9_Current Ratio,8.612871170043945e-06,2.3607502934309563e-06,-1.9794702529907228e-05,5.696607709281611e-06,-2.5290250778198243e-05,1.5026963391626297e-05,2.6363134384155274e-05,4.798725345270647e-05,1.8227100372314454e-05,1.1070262699759033e-05,-3.844499588012695e-05,0.0,-4.4107437133789065e-07,1.416083934257484e-06,-5.263090133666992e-06,4.3028031195705314e-06,0.00010193586349487305,1.9670739281382473e-05,2.6905536651611327e-05,4.37200634188245e-05,0.0,0.0,0.0,0.0
9_Current Ratio_sft_1,7.098913192749023e-06,4.094166644934693e-06,1.156330108642578e-06,1.2492305991194803e-05,-9.799003601074219e-06,8.792046765792847e-06,8.00788402557373e-05,4.328408292386826e-05,1.2171268463134765e-05,1.9049047668428012e-05,1.3697147369384766e-05,1.1183673995565859e-05,-5.3644180297851564e-08,3.578264956427487e-07,8.585453033447266e-05,4.292912725474124e-05,9.859204292297363e-05,4.0951242687701656e-05,7.474422454833984e-05,3.677298403089116e-05,0.0,0.0,0.0,0.0
9_Current Ratio_sft_2,9.173154830932618e-06,5.448510102517592e-06,-1.5616416931152343e-06,2.1033605067997486e-05,,,,,-1.56402587890625e-05,1.5228717292074155e-05,2.0992755889892577e-05,1.7140513408347674e-05,4.947185516357422e-07,4.80030216972849e-07,8.952021598815919e-05,7.199754663009166e-05,0.00018745660781860352,4.815690869527388e-05,-2.2977590560913086e-05,0.00016038897893511832,0.0,0.0,0.0,0.0
9_Current Ratio_sft_3,5.5730342864990234e-06,2.0000000827403695e-06,1.5616416931152344e-05,8.21085081619181e-06,,,,,5.257129669189453e-06,1.135884700544394e-05,-1.2445449829101563e-05,1.526504626724865e-05,,,,,,,,,0.0,0.0,0.0,0.0
9_Order Backlog,2.8145313262939452e-05,1.4321094766539016e-05,2.987980842590332e-05,3.131257612678087e-05,5.741119384765625e-05,6.932395486602673e-05,0.00039181709289550783,0.00024489533690685107,-8.560419082641602e-05,0.00022977360304929313,-0.00036039352416992185,1.8900372520838472e-05,-1.7881393432617187e-08,2.8560515763070437e-07,-9.948015213012696e-06,3.7241886417334484e-06,2.0569562911987306e-05,4.147529749383483e-05,9.310245513916015e-06,6.812456702489278e-05,0.0,0.0,0.0,0.0
9_Order Backlog_sft_1,2.9349327087402342e-05,1.3531795594580201e-05,2.080798149108887e-05,2.9124901985110647e-05,0.00015360116958618164,5.065699838208166e-05,0.00010018348693847656,0.00016696086700208662,-6.848573684692383e-06,1.662724316191486e-05,-6.610155105590821e-06,1.0263798681955305e-05,0.00028147697448730467,0.00022817604029510158,0.0003777027130126953,0.00022194834207613144,6.420016288757324e-05,5.067880987523634e-05,9.688138961791993e-05,9.94677650923291e-05,-5.960464477539063e-09,1.1920928955078126e-08,-1.1920928955078126e-08,2.384185791015625e-08
9_Order Backlog_sft_2,2.9981136322021484e-05,1.0313222735954117e-05,-4.720687866210938e-06,2.1701154864534785e-05,,,,,2.9712915420532227e-05,4.291397413742302e-05,3.516674041748047e-06,9.875124429495918e-06,-4.3511390686035155e-07,9.040670931655699e-07,0.005624717473983765,0.0018790195605188876,4.863739013671875e-06,3.052597284340843e-05,2.0432472229003907e-05,1.1162672196303468e-05,0.0,0.0,0.0,0.0
9_Order Backlog_sft_3,1.9288063049316408e-05,5.573190467604376e-06,-2.7501583099365233e-05,1.2428253084072456e-05,,,,,-3.4373998641967776e-05,2.6522262651175943e-05,-9.101629257202148e-06,8.913527374014614e-06,,,,,,,,,0.0,0.0,0.0,0.0
9_inventory to assets,4.4107437133789065e-07,5.411891681106647e-07,-7.927417755126954e-07,1.0936437203701106e-06,-3.6776065826416017e-06,3.6916693831787605e-06,6.35385513305664e-06,1.2114919343215824e-05,-7.981061935424805e-06,2.720637018596953e-06,-2.0086765289306642e-06,1.1051157650782382e-06,-1.9669532775878905e-07,2.3587177917253233e-07,4.010796546936035e-05,2.5799517797392823e-06,7.396936416625976e-06,6.6653718525912185e-06,2.8151273727416993e-05,2.4548378277286136e-05,0.0,0.0,0.0,0.0
9_inventory to assets_sft_1,0.0,1.0827721431603998e-07,-7.033348083496094e-07,2.6562547630259027e-07,9.900331497192382e-06,4.067963514220845e-06,-1.0859966278076171e-05,1.079250030115832e-05,2.175569534301758e-06,2.445606975427704e-06,-2.408027648925781e-06,1.1454952073789646e-06,2.384185791015625e-08,1.152698970187528e-07,7.927417755126954e-07,6.682986058357934e-05,1.2856721878051757e-05,6.264519055888235e-06,6.687045097351075e-05,2.668031602305418e-05,0.0,0.0,0.0,0.0
9_inventory to assets_sft_2,5.3644180297851564e-08,1.3513307629531185e-07,-6.914138793945312e-07,1.0503617023743334e-06,,,,,-7.93933868408203e-06,7.610875990240775e-06,-1.621246337890625e-06,4.548760009953795e-06,3.7550926208496093e-07,2.5118955976611944e-07,4.048943519592285e-05,3.235787122364338e-05,2.3376941680908202e-05,1.0172150401292612e-05,3.603100776672363e-05,1.47876829335574e-05,0.0,0.0,0.0,0.0
9_inventory to assets_sft_3,1.1920928955078126e-08,9.902267292640299e-08,-3.159046173095703e-07,1.4180394713127995e-07,,,,,-4.76837158203125e-08,2.8401222331388107e-06,-4.887580871582031e-06,5.849369164826579e-06,,,,,,,,,0.0,0.0,0.0,0.0
columns,train_weight,train_std,val_weight,val_std,train_weight,train_std,val_weight,val_std,train_weight,train_std,val_weight,val_std,train_weight,train_std,val_weight,val_std,train_weight,train_std,val_weight,val_std,train_weight,train_std,val_weight,val_std
time_step,200000_201500,200000_201500,200000_201500,200000_201500,200100_201600,200100_201600,200100_201600,200100_201600,200200_201700,200200_201700,200200_201700,200200_201700,200300_201800,200300_201800,200300_201800,200300_201800,200400_201900,200400_201900,200400_201900,200400_201900,200500_202000,200500_202000,200500_202000,200500_202000
y_EBIT,1.1265277862548827e-06,6.898191575612692e-07,1.722574234008789e-06,1.2199892903614695e-06,-8.785724639892578e-06,1.8864200566601468e-05,3.1453371047973636e-05,3.2492462773572054e-05,3.814697265625e-07,7.90680719290457e-06,-9.047985076904298e-06,1.2127165185962693e-06,-1.430511474609375e-07,1.2700126023687433e-07,2.765655517578125e-06,5.48623116495696e-06,5.423426628112793e-05,2.3538548141601923e-05,-2.0313262939453126e-05,3.1500491418736534e-05,0.0,0.0,0.0,0.0
y_EBIT pct,1.609325408935547e-07,5.986039605981726e-07,1.609325408935547e-07,3.837909706116974e-07,-2.092123031616211e-06,1.5782742691795311e-06,4.7087669372558596e-07,2.7469917826182633e-07,3.159046173095703e-07,1.0080060079865315e-07,-5.662441253662109e-07,5.524292760245089e-07,0.0,0.0,5.543231964111329e-07,7.832059395725332e-07,1.2767314910888671e-05,9.579684765164064e-06,5.4395198822021486e-05,1.689752678362207e-05,0.0,0.0,0.0,0.0
y_EBIT pct_sft_1,-6.556510925292969e-08,3.953724849647761e-08,0.0,3.264680847556389e-08,5.960464477539063e-09,2.2802496743715775e-06,1.728534698486328e-07,1.39020726557858e-07,1.430511474609375e-07,1.9714636097599537e-07,4.76837158203125e-08,2.3841857910156255e-08,0.0,0.0,-1.5497207641601563e-07,5.798524144656805e-07,7.545948028564453e-06,9.97749351444781e-06,9.72747802734375e-06,7.5554053987647505e-06,0.0,0.0,0.0,0.0
y_EBIT pct_sft_2,3.337860107421875e-07,7.633118912497579e-08,-2.8014183044433595e-07,4.4604031881975426e-08,,,,,-3.159046173095703e-07,3.6480769510506046e-07,8.344650268554687e-08,3.47551816394645e-08,-5.960464477539063e-09,1.1920928955078127e-08,5.960464477539063e-09,4.76837158203125e-08,1.978874206542969e-06,8.139035523630189e-07,-4.5299530029296873e-07,2.030008547910046e-06,0.0,0.0,0.0,0.0
y_EBIT pct_sft_3,2.980232238769531e-07,2.4719764415416383e-07,5.3644180297851564e-08,3.953724849647761e-08,,,,,1.3113021850585939e-07,6.9510363278929e-08,-2.9802322387695312e-08,5.960464477539063e-08,,,,,,,,,0.0,0.0,0.0,0.0
y_EBIT_sft_1,4.953145980834961e-06,2.4256527434916693e-06,-6.854534149169922e-06,5.132925544169184e-06,-5.537271499633789e-06,7.114268178771085e-06,2.4747848510742187e-05,2.956214686141411e-05,2.700090408325195e-06,5.211116525093277e-06,7.730722427368163e-06,5.490962854484545e-06,5.483627319335937e-07,5.884279693691461e-07,-5.543231964111329e-07,5.991971665316672e-07,0.00016090869903564453,4.604615012855631e-05,-1.6760826110839843e-05,4.404308402543658e-05,0.0,0.0,0.0,0.0
y_EBIT_sft_2,2.020597457885742e-06,7.249748006943042e-07,7.271766662597656e-07,2.801583163503592e-06,,,,,1.8477439880371094e-05,5.809756178031908e-06,-3.838539123535157e-06,1.3794959044597708e-05,-8.940696716308594e-08,9.039491944374502e-08,-6.854534149169922e-07,1.095493806782498e-06,0.00011289119720458984,6.079591079691899e-05,-2.3478269577026366e-05,0.00010373382230877647,0.0,0.0,0.0,0.0
y_EBIT_sft_3,1.7464160919189454e-06,1.016883888824911e-06,-2.1398067474365234e-06,2.2309501789996956e-06,,,,,-1.6760826110839843e-05,7.0288914769203925e-06,3.039836883544922e-06,1.8451464761353012e-06,,,,,,,,,0.0,0.0,0.0,0.0
