,200000_201500_train_weight,200000_201500_train_std,200000_201500_val_weight,200000_201500_val_std,200100_201600_train_weight,200100_201600_train_std,200100_201600_val_weight,200100_201600_val_std,200200_201700_train_weight,200200_201700_train_std,200200_201700_val_weight,200200_201700_val_std,200300_201800_train_weight,200300_201800_train_std,200300_201800_val_weight,200300_201800_val_std,200400_201900_train_weight,200400_201900_train_std,200400_201900_val_weight,200400_201900_val_std,200500_202000_train_weight,200500_202000_train_std,200500_202000_val_weight,200500_202000_val_std
21_debt to equity,-8.344650268554687e-08,1.1920928955078124e-08,6.556510925292969e-08,1.152698970187528e-07,8.940696716308594e-08,1.7781774866791126e-07,-1.1444091796875e-06,1.6531668169165729e-06,2.562999725341797e-07,3.3854178955943407e-07,-8.940696716308594e-08,2.2539699555860804e-07,1.1920928955078126e-08,2.3841857910156255e-08,-3.5762786865234374e-08,2.920019319991086e-08,3.3497810363769533e-06,2.091486132911214e-06,-7.867813110351562e-07,2.286954955696099e-06,0.0,0.0,0.0,0.0
21_debt to equity_sft_1,2.0265579223632812e-07,6.078504936209661e-08,5.3644180297851564e-08,4.76837158203125e-08,1.1861324310302734e-06,8.218959659756989e-07,5.662441253662109e-06,6.7196670336744165e-06,5.960464477539063e-09,1.1920928955078127e-08,-1.6689300537109374e-07,5.5275073620651385e-08,0.0,0.0,-1.1920928955078125e-07,7.539457464619587e-08,6.967782974243164e-06,3.922574381712123e-06,9.059906005859375e-06,1.229022626591786e-05,0.0,0.0,0.0,0.0
21_debt to equity_sft_2,-3.5762786865234374e-08,2.920019319991086e-08,-5.960464477539063e-08,4.986882367933247e-08,,,,,5.066394805908203e-07,1.5863124215281157e-06,-5.960464477539063e-08,4.6169559314339364e-08,0.0,0.0,-1.0728836059570313e-07,7.907449699295521e-08,1.627206802368164e-06,1.8493391657654606e-06,9.596347808837891e-07,5.111424106244646e-07,0.0,0.0,0.0,0.0
21_debt to equity_sft_3,-2.9802322387695312e-08,3.769728732309794e-08,-2.384185791015625e-08,2.920019319991086e-08,,,,,5.960464477539063e-09,5.127385417844431e-08,-2.9802322387695312e-08,1.3460623968405979e-07,,,,,,,,,0.0,0.0,0.0,0.0
22_debt to equity pct chg,-4.1723251342773435e-08,5.196212462831346e-08,0.0,1.884864366154897e-08,-1.6391277313232422e-06,2.9482315523976922e-06,2.682209014892578e-06,1.0798150903660888e-06,-2.6226043701171877e-07,3.105167455108429e-07,2.9802322387695312e-08,1.0827721431603998e-07,5.960464477539063e-09,1.1920928955078127e-08,2.1457672119140626e-07,1.2559477988305972e-07,3.4195184707641604e-05,1.3047000644827613e-05,2.2667646408081055e-05,2.7607470097579047e-05,0.0,0.0,0.0,0.0
22_debt to equity pct chg_sft_1,-4.76837158203125e-08,6.951036327892902e-08,-5.960464477539063e-09,3.4755181639464503e-08,1.8894672393798828e-06,1.2416664721463108e-06,2.4312734603881835e-05,2.308685257731296e-05,3.0994415283203126e-07,1.042655449183935e-07,5.3644180297851564e-08,2.920019319991086e-08,1.1920928955078126e-08,2.384185791015625e-08,-3.3259391784667967e-06,7.356879394902371e-06,5.424022674560547e-05,2.932234733742513e-05,1.1324882507324219e-05,5.929808459348419e-06,0.0,0.0,0.0,0.0
22_debt to equity pct chg_sft_2,-7.152557373046875e-08,6.951036327892901e-08,0.0,0.0,,,,,1.895427703857422e-06,3.37578102947173e-06,-5.3644180297851564e-08,4.380028979986628e-08,0.0,4.986882367933247e-08,-7.647275924682618e-06,1.0792319248681247e-05,1.9562244415283202e-05,7.707795559379753e-06,-3.826618194580078e-06,3.1867365661918273e-06,0.0,0.0,0.0,0.0
22_debt to equity pct chg_sft_3,-4.76837158203125e-08,4.0425836939366277e-08,-1.7881393432617187e-08,2.3841857910156248e-08,,,,,-4.76837158203125e-07,4.0513623876491617e-07,2.932548522949219e-06,4.383863882116341e-06,,,,,,,,,0.0,0.0,0.0,0.0
2_ROA,4.214048385620117e-06,2.3965663137016712e-06,-2.714991569519043e-05,7.426126402812482e-06,1.3947486877441406e-05,1.8219386000134182e-05,-7.646679878234864e-05,6.161132762730116e-05,1.0836124420166016e-05,8.336932155221733e-06,-3.388524055480957e-05,4.3903124097235644e-05,5.960464477539063e-09,6.473075399512438e-07,-4.273653030395508e-05,4.648944883276098e-05,0.0001584947109222412,3.4833983499794365e-05,2.981424331665039e-05,8.36656358360829e-05,0.0,0.0,0.0,0.0
2_ROA_sft_1,1.3905763626098633e-05,6.520802621422038e-06,-1.2892484664916993e-05,8.986249748322175e-06,-4.327297210693359e-06,8.671900231966975e-06,1.112222671508789e-05,2.3132073477832036e-05,-6.175041198730468e-06,2.3869062340684713e-05,-7.165670394897461e-05,6.5109262972343e-05,1.519918441772461e-06,1.4231662124587435e-06,-4.978179931640625e-05,6.107967062413893e-05,7.072091102600098e-05,2.2057399249297498e-05,8.354783058166504e-05,4.757750723093093e-05,0.0,0.0,0.0,0.0
2_ROA_sft_2,7.3015689849853516e-06,1.4798286088640903e-06,-9.202957153320313e-06,1.0900765601978784e-05,,,,,2.2643804550170897e-05,1.3529878875798912e-05,2.1713972091674805e-05,5.8221164705768146e-05,8.940696716308594e-07,9.006023167137393e-07,1.851320266723633e-05,3.702640533447266e-05,0.00016393065452575685,3.546010315349734e-05,-0.000154876708984375,0.00023003329325227482,0.0,0.0,0.0,0.0
2_ROA_sft_3,1.71661376953125e-06,1.480140674790446e-06,1.0263919830322265e-05,4.4535320608995605e-06,,,,,3.103017807006836e-05,2.032717117539125e-05,-2.650618553161621e-05,2.815583362455328e-05,,,,,,,,,0.0,0.0,0.0,0.0
2_current ratio,5.8764219284057616e-05,9.991832942626664e-06,1.3750791549682617e-05,2.0053978970082702e-05,0.0006483018398284913,0.000216171487260648,0.0005481123924255371,0.0003266462385327602,-7.126331329345703e-05,0.0001262331835558591,1.169443130493164e-05,0.000202576446076405,0.0007083117961883545,0.00022640051688269504,0.0022930979728698732,0.0013173273175858856,0.0008114278316497803,6.996762003467321e-05,0.0003804206848144531,0.0003540550911694944,0.0,0.0,0.0,0.0
2_current ratio_sft_1,2.2566318511962892e-05,3.721182465700921e-06,9.882450103759766e-06,7.262492715197239e-06,0.00033245086669921877,8.790473814134506e-05,0.0001309216022491455,0.0002054456532779909,0.0003941059112548828,7.135411663177221e-05,0.00022134780883789062,3.844640233919633e-05,-1.0645389556884765e-05,2.221774627155637e-06,-7.126331329345703e-05,3.6059033728425057e-05,0.0010102808475494385,0.00021494229669496756,6.165504455566407e-05,0.00027087866913664036,0.0,0.0,0.0,0.0
2_current ratio_sft_2,5.564093589782715e-05,8.950168837261679e-06,5.346536636352539e-06,3.892555062063886e-05,,,,,0.00028165578842163084,4.825993560542138e-05,-0.0006641089916229248,0.00016805274737445445,7.808208465576172e-06,8.107765487410552e-06,-3.730654716491699e-05,1.633529857773275e-05,0.0006390929222106934,6.872372790482372e-05,-4.5812129974365236e-05,0.00020403753348549556,0.0,0.0,0.0,0.0
2_current ratio_sft_3,0.00015706419944763183,2.4999444317845516e-05,-4.8661231994628905e-05,8.180339882608308e-05,,,,,-9.011030197143554e-05,7.552133971177436e-05,5.4389238357543945e-05,0.00016360726930023326,,,,,,,,,1.1920928955078126e-08,1.460009659995543e-08,0.0,0.0
30_sales to assets,0.0015228629112243653,0.00010529633530168425,-4.644989967346191e-05,0.00013347720821209325,0.008858585357666015,0.00025932898446227,0.009026199579238892,0.0013901232748449817,0.17734749913215636,0.0037334466179290474,0.2423931837081909,0.03577940145669871,-7.124543190002441e-05,5.443458789420646e-05,0.0022833168506622313,0.0014766750857842872,0.012659555673599244,0.0006114486388493332,0.001990276575088501,0.0009287133462101883,2.9802322387695312e-08,2.6656007498500224e-08,-2.384185791015625e-08,2.920019319991086e-08
30_sales to assets_sft_1,0.0012585103511810302,0.00011557255718062951,0.0005207955837249756,0.00031765455090941976,0.005279821157455444,0.0004301227959207561,0.005555254220962524,0.0012925287069785242,0.015630668401718138,0.0024933519885178006,0.16626633405685426,0.014079569424488451,-0.0003519535064697266,2.5359199423266646e-05,0.001805412769317627,0.0013878179386510793,0.014679533243179322,0.00020167798275959502,0.003203815221786499,0.0013594819875511802,1.1920928955078126e-08,1.460009659995543e-08,5.960464477539063e-09,3.953724849647761e-08
30_sales to assets_sft_2,0.0014101147651672363,6.188085383780265e-05,8.124709129333496e-05,0.00015952070867923104,,,,,0.001539522409439087,0.0009385721516376922,0.004152017831802368,0.0015428758437024978,-0.000244826078414917,0.00015752263038933798,0.0019991755485534667,0.0016920653886303963,0.014176154136657714,0.0005296189369673564,0.002971082925796509,0.001279810052083694,9.5367431640625e-08,1.1920928955078124e-08,1.7881393432617187e-08,2.384185791015625e-08
30_sales to assets_sft_3,0.0009784996509552002,4.035931246027748e-05,0.00014243721961975097,0.00010719150171184122,,,,,0.001972562074661255,0.0012089747277268985,0.00015219449996948243,0.0024344344323612996,,,,,,,,,2.384185791015625e-08,1.1920928955078127e-08,-2.9802322387695312e-08,3.264680847556389e-08
31_ROA,-2.9802322387695312e-08,3.769728732309794e-08,1.6689300537109374e-07,2.7418136596679685e-07,-1.156330108642578e-06,8.754784115353274e-07,-2.384185791015625e-08,2.119110683754823e-07,1.7881393432617187e-08,6.690604782296314e-08,5.960464477539063e-08,2.384185791015625e-07,1.817941665649414e-06,0.0,4.76837158203125e-08,8.554875906948641e-08,1.138448715209961e-06,1.6281344490858873e-06,7.152557373046875e-08,3.146086506938135e-07,0.0,0.0,0.0,0.0
31_ROA_sft_1,5.960464477539063e-09,3.4755181639464503e-08,-7.748603820800782e-08,3.06602028599064e-07,3.0398368835449217e-07,8.511994053419999e-07,-3.933906555175781e-07,8.301966355552744e-08,4.76837158203125e-08,2.54700906505841e-07,-1.3709068298339843e-07,7.202056630608185e-08,-2.384185791015625e-07,0.0,1.7881393432617187e-08,3.576278686523438e-08,-1.7881393432617187e-08,1.3043206937829392e-06,7.152557373046875e-08,5.840038639982172e-08,0.0,0.0,0.0,0.0
31_ROA_sft_2,-4.1723251342773435e-08,3.576278686523438e-08,0.0,1.884864366154897e-08,,,,,1.1920928955078125e-07,3.264680847556389e-08,-5.960464477539063e-09,4.3800289799866286e-08,8.940696716308594e-08,0.0,1.7881393432617187e-08,6.951036327892901e-08,3.8743019104003906e-07,2.132480599880018e-07,1.1920928955078126e-08,1.2302260065406736e-07,0.0,0.0,0.0,0.0
31_ROA_sft_3,-1.1920928955078126e-08,2.3841857910156255e-08,-5.960464477539063e-09,1.1920928955078127e-08,,,,,2.384185791015625e-08,3.3367955690094007e-07,-1.7881393432617187e-08,4.042583693936627e-08,,,,,,,,,0.0,0.0,0.0,0.0
33_gross margin,-9.5367431640625e-08,7.86239263908441e-08,-1.1920928955078126e-08,3.0392524681048305e-08,1.5497207641601562e-06,9.216582016133746e-07,7.152557373046875e-08,4.4147692172863967e-07,-2.9802322387695312e-08,6.795975119466412e-08,1.1920928955078126e-08,1.460009659995543e-08,5.960464477539063e-09,1.1920928955078127e-08,-4.4107437133789065e-07,8.229759022757153e-07,2.4139881134033203e-06,2.105318404819448e-06,-2.175569534301758e-06,1.8601997535618823e-06,0.0,0.0,0.0,0.0
33_gross margin_sft_1,-3.5762786865234374e-08,9.117757404314492e-08,-3.5762786865234374e-08,4.380028979986628e-08,3.844499588012695e-06,1.9773116606948817e-06,-5.78165054321289e-07,4.3946048238675026e-07,1.7881393432617187e-08,1.460009659995543e-08,-1.3113021850585939e-07,2.774018353991532e-07,0.0,0.0,0.0,0.0,1.0073184967041015e-06,2.0334183750362777e-06,3.695487976074219e-07,1.1183775649388288e-06,0.0,0.0,0.0,0.0
33_gross margin_sft_2,-1.7881393432617187e-08,3.5762786865234374e-08,5.960464477539063e-09,1.1920928955078127e-08,,,,,2.9802322387695312e-08,0.0,2.9802322387695312e-08,1.884864366154897e-08,-5.960464477539063e-09,1.1920928955078127e-08,-5.960464477539063e-09,5.462855929083634e-08,3.2961368560791014e-06,3.6084496387818088e-06,9.65595245361328e-07,2.0206414136353496e-06,0.0,0.0,0.0,0.0
33_gross margin_sft_3,-6.556510925292969e-08,6.637292340791252e-08,0.0,0.0,,,,,2.384185791015625e-08,2.2302015940987716e-08,5.960464477539063e-09,1.1920928955078127e-08,,,,,,,,,0.0,0.0,0.0,0.0
38_pretax income to sales,1.1920928955078126e-08,6.690604782296314e-08,5.960464477539063e-09,3.953724849647761e-08,-3.5762786865234375e-07,3.2786347429908497e-06,6.616115570068359e-07,1.2526613453062235e-05,4.231929779052734e-07,8.783144358455807e-07,1.1920928955078125e-07,8.664227607412826e-07,0.0,0.0,-5.960464477539063e-08,6.529361695112778e-08,8.702278137207031e-06,3.3118413217666072e-06,9.298324584960938e-06,3.40895633394963e-05,0.0,0.0,0.0,0.0
38_pretax income to sales_sft_1,-2.384185791015625e-08,4.380028979986629e-08,-2.9802322387695312e-08,4.986882367933247e-08,1.1801719665527344e-06,1.5726592620888216e-06,-8.463859558105468e-07,1.085819304233782e-06,1.5497207641601563e-07,4.76837158203125e-08,-7.152557373046875e-07,1.1649620703275243e-06,5.960464477539063e-09,1.1920928955078127e-08,-2.086162567138672e-07,9.233911862867873e-08,8.618831634521484e-06,4.5790722826201196e-06,-9.000301361083984e-07,3.7257623373420468e-06,0.0,0.0,0.0,0.0
38_pretax income to sales_sft_2,-5.960464477539063e-08,7.771494871619521e-08,1.6689300537109374e-07,1.1557769435444663e-07,,,,,3.528594970703125e-06,6.9990321081985016e-06,-2.5033950805664064e-07,1.6388567787250903e-07,5.960464477539063e-09,1.1920928955078127e-08,6.556510925292969e-08,5.778884717722332e-08,4.661083221435547e-06,3.0971252516187006e-06,2.3943185806274413e-05,2.7740891763630742e-05,0.0,0.0,0.0,0.0
38_pretax income to sales_sft_3,-1.0132789611816406e-07,5.5275073620651385e-08,-4.470348358154297e-07,3.3346654726742186e-07,,,,,1.609325408935547e-07,7.202056630608185e-08,-3.218650817871094e-07,3.953724849647761e-08,,,,,,,,,0.0,0.0,0.0,0.0
3_CAPX,-5.960464477539063e-09,8.719407819704887e-08,-1.4901161193847656e-07,1.884864366154897e-08,3.0994415283203126e-07,1.1725007825791171e-06,-3.892183303833008e-06,6.3768223581683305e-06,2.7418136596679685e-07,7.879093781860955e-07,-1.5497207641601563e-07,3.553356781193943e-07,0.0,0.0,4.76837158203125e-08,4.611566337081122e-07,-4.291534423828125e-07,3.442652005718625e-07,-5.3644180297851564e-08,3.0298864906165205e-07,0.0,0.0,0.0,0.0
3_CAPX_sft_1,2.0265579223632812e-07,4.3800289799866286e-08,8.344650268554687e-08,7.396741894478117e-08,7.867813110351562e-07,1.1484687546431005e-06,3.5703182220458984e-06,7.189780819541004e-05,7.331371307373047e-07,4.848170139232338e-07,1.609325408935547e-07,4.4604031881975426e-08,8.940696716308594e-08,0.0,-3.0398368835449217e-07,2.1688229320836367e-07,3.635883331298828e-07,1.9037503334974214e-06,2.9802322387695312e-08,2.6656007498500224e-08,0.0,0.0,0.0,0.0
3_CAPX_sft_2,5.960464477539063e-09,3.475518163946451e-08,-2.384185791015625e-08,3.4755181639464503e-08,,,,,-4.082918167114258e-06,1.2154087162947485e-06,1.9073486328125e-07,3.106311373900266e-07,0.0,0.0,-1.4901161193847656e-07,2.222222314155966e-07,-4.1127204895019533e-07,5.570404049137151e-07,2.384185791015625e-08,4.76837158203125e-08,0.0,0.0,0.0,0.0
3_CAPX_sft_3,-7.152557373046875e-08,5.840038639982171e-08,-5.960464477539063e-09,2.727523133432281e-07,,,,,-1.0132789611816406e-07,5.959272265410417e-07,-2.8014183044433595e-07,2.0613213140714863e-07,,,,,,,,,0.0,0.0,0.0,0.0
3_ROA chg,4.029273986816406e-06,1.0888905652832517e-06,-4.208087921142578e-06,4.8090791575347115e-06,9.60230827331543e-06,1.3875487633285966e-05,3.0159950256347657e-06,2.7087943154054676e-05,2.4080276489257812e-05,8.42928540806031e-06,-7.015466690063477e-06,1.1001209118704668e-05,1.1980533599853516e-06,2.1523797613701568e-07,0.00011771321296691895,9.787393286523467e-05,0.0002690553665161133,5.039023695704417e-05,0.0001422405242919922,7.722504245011621e-05,0.0,0.0,0.0,0.0
3_ROA chg_sft_1,1.0728836059570312e-06,1.5796917699315497e-06,3.546476364135742e-06,3.996934775482609e-06,4.068613052368164e-05,9.357044609437872e-06,-1.7762184143066407e-06,4.6528886111856185e-05,1.2409687042236327e-05,9.44831576819448e-06,-2.645254135131836e-05,2.5715785556580035e-05,-8.344650268554688e-07,1.4391775688707396e-06,0.00028409361839294435,0.00014394660370516284,0.00011736750602722167,1.8629988334556415e-05,6.1875581741333e-05,4.1573145469156194e-05,0.0,0.0,0.0,0.0
3_ROA chg_sft_2,5.584955215454102e-06,1.6952885470038584e-06,1.6689300537109375e-06,3.2967888858030285e-06,,,,,6.341934204101563e-06,1.007472610534767e-05,-7.921457290649414e-06,2.2184216217685462e-05,1.0251998901367187e-06,1.0144353326858015e-06,-4.885196685791016e-05,1.4162093701956767e-06,0.0002072453498840332,3.704337802165247e-05,0.00033143758773803713,0.0002679373012729872,0.0,0.0,0.0,0.0
3_ROA chg_sft_3,3.2365322113037108e-06,1.1467661031547772e-06,-3.5583972930908205e-06,3.5306181294867e-06,,,,,-1.895427703857422e-06,1.4481703760033118e-05,-8.404254913330078e-07,8.21739041225404e-06,,,,,,,,,0.0,0.0,0.0,0.0
41_sales to total cash,0.00030612945556640625,2.1512223810146116e-05,1.1289119720458985e-05,4.0842337820699995e-05,0.001623690128326416,0.00048094826724448704,0.001486128568649292,0.0004904089269989752,0.0006296515464782714,0.000511106308474525,-0.00015477538108825683,0.0011408066386243878,-9.10341739654541e-05,0.00016936851966807635,0.00208391547203064,0.0015476347259673494,0.003756040334701538,0.00016602389436499423,-0.0006736278533935547,0.0005806494591812096,2.384185791015625e-08,1.1920928955078126e-08,-1.1920928955078126e-08,2.384185791015625e-08
41_sales to total cash_sft_1,0.0002082705497741699,2.2959788083151792e-05,-5.072355270385742e-06,5.3341846052122285e-05,0.0016582190990447998,0.0003210768001767004,0.002328735589981079,0.0007916437739529961,4.352331161499024e-05,0.00025892037643525894,-0.00045601725578308104,0.00021856681294025123,2.4950504302978517e-05,2.7843870727082573e-05,0.000424569845199585,0.0002624878787139332,0.004391759634017944,0.000227055605092937,0.0011621475219726562,0.000566423137313618,2.384185791015625e-08,2.2302015940987716e-08,-2.384185791015625e-08,2.2302015940987716e-08
41_sales to total cash_sft_2,0.0001978754997253418,2.2969178658886465e-05,1.806020736694336e-06,6.123716517120325e-05,,,,,-0.0008406579494476318,0.00030896791577010005,-0.00010907053947448731,6.393842337091992e-05,-1.221299171447754e-05,1.1087463702990774e-05,0.0007111966609954834,0.0011483035827751504,0.0040952742099761965,0.00037729748645664,-4.5812129974365236e-05,0.0006195397472805004,1.1920928955078126e-08,1.460009659995543e-08,-2.9802322387695312e-08,2.6656007498500224e-08
41_sales to total cash_sft_3,0.0003339231014251709,5.764483991356743e-05,-2.2053718566894532e-07,0.00010205315498817719,,,,,-0.00016751289367675782,0.000560566940689189,-6.735920906066894e-05,0.0002567357814563006,,,,,,,,,2.384185791015625e-08,3.4755181639464503e-08,-5.960464477539063e-09,2.2302015940987716e-08
4_CF to Assets,1.1169910430908203e-05,4.009022763725936e-06,-3.848075866699219e-05,1.3371839437204182e-05,6.222724914550782e-06,1.1060386670282208e-05,-2.7996301651000976e-05,2.512372614521462e-05,2.2149085998535158e-05,1.824773980554752e-05,2.962946891784668e-05,2.2805350889130376e-05,1.4901161193847656e-06,8.423045302362204e-07,-2.4247169494628907e-05,2.401567666293091e-05,0.00014111995697021484,3.594156323774156e-05,-0.00026556849479675293,0.00013647600816227458,0.0,0.0,0.0,0.0
4_CF to Assets_sft_1,1.3482570648193359e-05,4.005174898221144e-06,-1.7184019088745118e-05,2.3760198283338407e-05,-5.359053611755371e-05,2.0723939276244895e-05,-4.436969757080078e-05,4.540101638569472e-05,1.7940998077392578e-05,2.594188341504167e-05,-1.0001659393310548e-05,2.0003318786621095e-05,1.150369644165039e-06,2.1759042743627934e-06,0.00018218755722045898,0.00014724838667655834,0.0002749919891357422,6.457690945408749e-05,-0.0002029597759246826,0.00022903240951931215,0.0,0.0,0.0,0.0
4_CF to Assets_sft_2,7.557868957519531e-06,2.2354999940553597e-06,-6.318092346191406e-07,1.2857571568484437e-05,,,,,4.577040672302246e-05,2.4949321010232076e-05,3.820657730102539e-06,4.838879438920186e-05,-3.218650817871094e-07,6.731367636626423e-07,-8.955001831054688e-05,4.477500915527344e-05,0.0005984485149383544,4.504911638997246e-05,-7.790327072143554e-06,0.00032470469460664633,0.0,0.0,0.0,0.0
4_CF to Assets_sft_3,2.384185791015625e-05,6.705403326882237e-06,1.137852668762207e-05,1.9053334900982396e-05,,,,,-1.94549560546875e-05,2.4620776269171903e-05,1.8322467803955077e-05,2.666345281441564e-05,,,,,,,,,0.0,0.0,0.0,0.0
4_RnD,2.2649765014648436e-07,4.045219302405631e-07,-5.960464477539063e-08,1.8250120749944286e-06,6.097555160522461e-06,2.2624340343684303e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.802942276000976e-05,9.380805397258681e-06,0.0,0.0,0.0,0.0,0.0,0.0
4_RnD_sft_1,2.0265579223632812e-07,4.76837158203125e-08,-3.3974647521972657e-07,3.715621799351859e-07,-8.392333984375e-06,4.980773257150828e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818537712097168e-05,9.143193198784443e-06,0.0,0.0,0.0,0.0,0.0,0.0
4_RnD_sft_2,3.5762786865234374e-08,4.3800289799866286e-08,2.384185791015625e-08,2.2302015940987716e-08,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.888410568237305e-06,7.869695849999612e-06,0.0,0.0,0.0,0.0,0.0,0.0
4_RnD_sft_3,-1.7881393432617187e-08,1.5724785278168822e-07,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0
4_quick ratio,-4.76837158203125e-08,4.042583693936627e-08,-5.960464477539063e-08,1.9405866379856712e-07,4.0531158447265624e-07,4.90282171313257e-07,-2.8014183044433595e-07,8.616118907734228e-07,3.5762786865234374e-08,1.1920928955078126e-08,7.152557373046875e-08,4.0425836939366277e-08,0.0,0.0,8.344650268554687e-08,4.76837158203125e-08,1.6748905181884766e-06,2.478894045214619e-06,-1.1622905731201172e-06,8.45882104616489e-07,0.0,0.0,0.0,0.0
4_quick ratio_sft_1,-4.76837158203125e-08,6.951036327892901e-08,-1.7881393432617187e-08,2.3841857910156248e-08,-5.960464477539063e-09,4.312180816575509e-07,-5.3644180297851564e-08,4.2956716410463455e-07,-3.7550926208496093e-07,8.413760916723198e-07,2.9802322387695312e-08,0.0,0.0,0.0,2.384185791015625e-08,9.117757404314491e-08,3.707408905029297e-06,2.482560287573286e-06,2.562999725341797e-07,3.343177714915313e-07,0.0,0.0,0.0,0.0
4_quick ratio_sft_2,2.384185791015625e-08,3.4755181639464503e-08,-2.9802322387695312e-08,3.264680847556389e-08,,,,,4.1723251342773435e-08,3.0392524681048305e-08,-3.5762786865234374e-08,1.1920928955078127e-08,0.0,0.0,3.5762786865234374e-08,7.396741894478117e-08,9.119510650634766e-07,4.3047595227403137e-07,9.5367431640625e-08,5.778884717722332e-08,0.0,0.0,0.0,0.0
4_quick ratio_sft_3,-4.1723251342773435e-08,4.842304232499576e-08,-5.960464477539063e-09,2.9200193199910855e-08,,,,,7.748603820800782e-08,2.384185791015625e-08,1.7881393432617187e-08,2.3841857910156248e-08,,,,,,,,,0.0,0.0,0.0,0.0
53_total assets,8.732080459594727e-06,4.05272138302926e-06,-1.3709068298339843e-07,9.03047940130397e-06,8.320808410644531e-05,1.1740647505052022e-05,-2.689361572265625e-05,0.00013637243082932832,2.2935867309570313e-05,2.1480124700672112e-05,2.1767616271972656e-05,3.9160399494733834e-05,2.104043960571289e-06,7.936075867525744e-06,0.003116077184677124,1.0113898366242111e-05,0.00036243200302124026,9.315147564011547e-05,1.7631053924560548e-05,0.00018967871356861312,0.0,0.0,-1.1920928955078126e-08,2.3841857910156255e-08
53_total assets_sft_1,1.736283302307129e-05,4.346180075683384e-06,1.6987323760986328e-06,7.775676639362685e-06,1.659393310546875e-05,4.532681211416477e-05,-6.413459777832031e-06,5.4247419435832214e-05,0.0003029823303222656,5.150736197342047e-05,-0.00038641095161437986,7.05550313980579e-05,5.227327346801758e-06,3.2736247041398254e-06,-1.412034034729004e-05,1.0758356040462191e-05,0.0006026268005371094,7.549404965253582e-05,0.0005936205387115478,0.0004391488325569368,0.0,0.0,0.0,0.0
53_total assets_sft_2,2.5838613510131836e-05,6.1504946719050145e-06,4.64320182800293e-06,7.164651857517709e-06,,,,,1.0079145431518554e-05,1.836894275505591e-05,2.0962953567504882e-05,3.979753792411914e-05,8.636713027954102e-06,1.377679845160834e-06,-8.52346420288086e-07,9.6653921586347e-05,0.0011776745319366454,5.6168658935838905e-05,0.0003246784210205078,0.00038431147994147147,0.0,0.0,0.0,0.0
53_total assets_sft_3,4.509687423706055e-05,1.2023667835222688e-05,2.0712614059448242e-05,1.6598325797445648e-05,,,,,0.00016775727272033691,1.717050400808532e-05,1.5741586685180665e-05,1.070527297253825e-05,,,,,,,,,0.0,0.0,0.0,0.0
54_CF to debt,-5.3644180297851564e-08,2.920019319991086e-08,4.1723251342773435e-08,3.5762786865234374e-08,2.86102294921875e-07,1.0388321842686818e-06,-3.453493118286133e-05,4.347354732531678e-05,2.6404857635498045e-06,1.4054567959966179e-07,1.1920928955078126e-08,1.460009659995543e-08,0.0,0.0,6.556510925292969e-08,1.3113021850585939e-07,2.3555755615234374e-05,2.2189878257989233e-05,-1.8477439880371094e-07,3.3154330218251657e-07,0.0,0.0,0.0,0.0
54_CF to debt_sft_1,-8.344650268554687e-08,6.078504936209661e-08,2.9802322387695312e-08,3.769728732309794e-08,2.086162567138672e-06,8.222416999129485e-07,3.3974647521972657e-07,4.607712767145083e-07,3.5762786865234374e-08,1.1920928955078126e-08,5.960464477539063e-09,1.1920928955078127e-08,3.135204315185547e-06,6.151199340820313e-06,0.0,0.0,1.931190490722656e-06,5.953588095474179e-06,-2.3961067199707033e-06,7.286896365624551e-07,0.0,0.0,0.0,0.0
54_CF to debt_sft_2,-5.960464477539063e-09,2.920019319991086e-08,-4.1723251342773435e-08,2.384185791015625e-08,,,,,-1.8477439880371094e-07,1.1214546991721856e-07,1.7881393432617187e-08,1.460009659995543e-08,0.0,0.0,8.940696716308594e-08,0.0,1.227855682373047e-06,1.6674818840324545e-06,2.2649765014648436e-07,1.0703308146858192e-06,0.0,0.0,0.0,0.0
54_CF to debt_sft_3,-4.1723251342773435e-08,5.196212462831346e-08,-1.7881393432617187e-08,5.196212462831346e-08,,,,,7.152557373046875e-08,3.0392524681048305e-08,5.3644180297851564e-08,6.36403456451375e-08,,,,,,,,,0.0,0.0,0.0,0.0
55_WC to assets,0.0,0.0,-1.7881393432617187e-08,1.3799472931373387e-07,-3.695487976074219e-07,8.963714216760377e-07,-2.3245811462402343e-07,3.714665520401688e-07,3.0994415283203126e-07,1.8998834431778463e-07,-1.1920928955078126e-08,2.384185791015625e-08,-1.430511474609375e-07,1.1920928955078124e-08,3.635883331298828e-07,4.380028979986628e-08,1.722574234008789e-06,1.3554520839391157e-06,7.390975952148438e-07,6.624969795244457e-07,0.0,0.0,0.0,0.0
