y_eps pct interval,"('-inf', -2)","(-2, -1.5)","(-1.5, -1)","(-1, -0.5)","(-0.5, -0.25)","(-0.25, -0.15)","(-0.15, -0.1)","(-0.1, -0.05)","(-0.05, -0.025)","(-0.025, -0.01)","(-0.01, 0)","(0, 0.01)","(0.01, 0.025)","(0.025, 0.05)","(0.05, 0.1)","(0.1, 0.15)","(0.15, 0.25)","(0.25, 0.5)","(0.5, 1)","(1, 1.5)","(1.5, 2)","(2, 'inf')"
pct. of observations,1.338159928,1.382900838,2.810542585,7.906938908,6.747742618,4.006345074,2.375335557,3.20507606,1.854714065,1.155128935,11.37232571,11.48621167,1.236476043,2.00927357,5.4177174,5.881395916,8.834295941,10.24566827,6.288131457,2.062149191,1.220206622,1.163263646
